"Time","Current"
3.290,0.0186
3.295,0.0174
3.300,0.0174
3.305,0.0171
3.310,0.0180
3.315,0.0171
3.320,0.0165
3.325,0.0165
3.330,0.0177
3.335,0.0162
3.340,0.0162
3.345,0.0159
3.350,0.0165
3.355,0.0153
3.360,0.0147
3.365,0.0147
3.370,0.0159
3.375,0.0141
3.380,0.0141
3.385,0.0135
3.390,0.0150
3.395,0.0135
3.400,0.0129
3.405,0.0126
3.410,0.0138
3.415,0.0120
3.420,0.0120
3.425,0.0117
3.430,0.0126
3.435,0.0111
3.440,0.0114
3.445,0.0105
3.450,0.0120
3.455,0.0105
3.460,0.0102
3.465,0.0099
3.470,0.0108
3.475,0.0093
3.480,0.0090
3.485,0.0093
3.490,0.0096
3.495,0.0084
3.500,0.0087
3.505,0.0084
3.510,0.0093
3.515,0.0078
3.520,0.0075
3.525,0.0075
3.530,0.0090
3.535,0.0072
3.540,0.0069
3.545,0.0069
3.550,0.0081
3.555,0.0069
3.560,0.0069
3.565,0.0069
3.570,0.0081
3.575,0.0069
3.580,0.0072
3.585,0.0069
3.590,0.0084
3.595,0.0078
3.600,0.0078
3.605,0.0078
3.610,0.0090
3.615,0.0084
3.620,0.0084
3.625,0.0084
3.630,0.0102
3.635,0.0096
3.640,0.0096
3.645,0.0096
3.650,0.0111
3.655,0.0102
3.660,0.0105
3.665,0.0105
3.670,0.0117
3.675,0.0114
3.680,0.0117
3.685,0.0117
3.690,0.0129
3.695,0.0117
3.700,0.0117
3.705,0.0120
3.710,0.0129
3.715,0.0126
3.720,0.0126
3.725,0.0126
3.730,0.0141
3.735,0.0126
3.740,0.0132
3.745,0.0126
3.750,0.0138
3.755,0.0132
3.760,0.0129
3.765,0.0129
3.770,0.0138
3.775,0.0129
3.780,0.0129
3.785,0.0126
3.790,0.0135
3.795,0.0126
3.800,0.0123
3.805,0.0126
3.810,0.0135
3.815,0.0120
3.820,0.0117
3.825,0.0114
3.830,0.0120
3.835,0.0111
3.840,0.0102
3.845,0.0105
3.850,0.0120
3.855,0.0102
3.860,0.0096
3.865,0.0093
3.870,0.0111
3.875,0.0090
3.880,0.0090
3.885,0.0090
3.890,0.0099
3.895,0.0081
3.900,0.0078
3.905,0.0075
3.910,0.0096
3.915,0.0075
3.920,0.0075
3.925,0.0072
3.930,0.0087
3.935,0.0072
3.940,0.0072
3.945,0.0066
3.950,0.0087
3.955,0.0069
3.960,0.0066
3.965,0.0060
3.970,0.0072
3.975,0.0063
3.980,0.0063
3.985,0.0060
3.990,0.0069
3.995,0.0057
4.000,0.0057
4.005,0.0054
4.010,0.0066
4.015,0.0057
4.020,0.0057
4.025,0.0054
4.030,0.0069
4.035,0.0054
4.040,0.0054
4.045,0.0054
4.050,0.0069
4.055,0.0054
4.060,0.0054
4.065,0.0057
4.070,0.0072
4.075,0.0057
4.080,0.0057
4.085,0.0054
4.090,0.0072
4.095,0.0063
4.100,0.0057
4.105,0.0060
4.110,0.0081
4.115,0.0066
4.120,0.0066
4.125,0.0060
4.130,0.0081
4.135,0.0069
4.140,0.0075
4.145,0.0069
4.150,0.0087
4.155,0.0075
4.160,0.0075
4.165,0.0081
4.170,0.0096
4.175,0.0087
4.180,0.0084
4.185,0.0093
4.190,0.0111
4.195,0.0099
4.200,0.0102
4.205,0.0105
4.210,0.0126
4.215,0.0117
4.220,0.0123
4.225,0.0129
4.230,0.0153
4.235,0.0144
4.240,0.0150
4.245,0.0159
4.250,0.0180
4.255,0.0177
4.260,0.0186
4.265,0.0189
4.270,0.0213
4.275,0.0213
4.280,0.0223
4.285,0.0226
4.290,0.0253
4.295,0.0247
4.300,0.0256
4.305,0.0259
4.310,0.0283
4.315,0.0274
4.320,0.0280
4.325,0.0283
4.330,0.0298
4.335,0.0295
4.340,0.0298
4.345,0.0301
4.350,0.0322
4.355,0.0307
4.360,0.0307
4.365,0.0307
4.370,0.0322
4.375,0.0310
4.380,0.0310
4.385,0.0304
4.390,0.0319
4.395,0.0301
4.400,0.0298
4.405,0.0292
4.410,0.0298
4.415,0.0283
4.420,0.0274
4.425,0.0262
4.430,0.0268
4.435,0.0253
4.440,0.0247
4.445,0.0238
4.450,0.0244
4.455,0.0226
4.460,0.0216
4.465,0.0208
4.470,0.0216
4.475,0.0198
4.480,0.0189
4.485,0.0180
4.490,0.0189
4.495,0.0168
4.500,0.0162
4.505,0.0150
4.510,0.0162
4.515,0.0144
4.520,0.0138
4.525,0.0129
4.530,0.0141
4.535,0.0120
4.540,0.0117
4.545,0.0111
4.550,0.0126
4.555,0.0108
4.560,0.0105
4.565,0.0102
4.570,0.0114
4.575,0.0096
4.580,0.0096
4.585,0.0090
4.590,0.0108
4.595,0.0090
4.600,0.0090
4.605,0.0090
4.610,0.0099
4.615,0.0087
4.620,0.0087
4.625,0.0081
4.630,0.0093
4.635,0.0084
4.640,0.0081
4.645,0.0081
4.650,0.0093
4.655,0.0084
4.660,0.0081
4.665,0.0078
4.670,0.0090
4.675,0.0075
4.680,0.0075
4.685,0.0069
4.690,0.0087
4.695,0.0069
4.700,0.0069
4.705,0.0066
